steamid,publisherclass,copiessold
315610,Indie,1326
1143680,Indie,1080
2098070,Indie,672
340290,Hobbyist,2998
2192170,Indie,1626
1274210,Indie,754
727450,AA,1278
882760,Hobbyist,546
33660,Indie,2814
2355250,Indie,1598
985660,Hobbyist,30
1853270,Indie,240
1538910,Indie,858
1421710,Hobbyist,392
1223660,Hobbyist,270
424850,Hobbyist,696
686450,Hobbyist,1182
671980,Indie,6594
1681040,Indie,600
1778210,Hobbyist,3345
1158910,Hobbyist,840
981420,Hobbyist,2580
906030,Indie,450
448720,Indie,1287
1128960,Indie,1000
1389200,AA,469
2105660,Hobbyist,3699
480430,AA,1226248
1200200,Hobbyist,836
749010,Indie,1200
1397070,Indie,804
413740,Indie,1462
646460,Hobbyist,1037
416340,Indie,1872
867480,Hobbyist,3920
1473760,Hobbyist,814
1048020,Indie,290
1204470,Indie,2856
1692060,Indie,1820
1557690,Hobbyist,805
1359870,Indie,806
1338020,Hobbyist,2296
913440,Indie,1252
351330,Indie,1716
2599270,Hobbyist,1499
449450,Indie,3227
1383500,Hobbyist,2394
2065000,Hobbyist,2285
676240,Indie,2343
448650,Hobbyist,2198
1425130,Indie,2958
334300,Indie,2112
267220,Indie,594
1610060,Indie,1640
677240,Hobbyist,794
1213390,Hobbyist,1804
1419350,Indie,750
952130,Hobbyist,726
469980,Hobbyist,891
424640,Indie,858
1740230,Hobbyist,423
490040,Hobbyist,672
795610,Indie,918
650860,Indie,3404
302370,Indie,1792
2656690,Indie,199
1695260,AA,640
1047680,Indie,2432
785940,AA,351
500580,Indie,7965
1743940,Hobbyist,1120
1351400,Hobbyist,900
618350,Hobbyist,1906
37290,Indie,621
724510,Hobbyist,1786
2214890,Indie,736
1510670,Hobbyist,1508
2052460,Indie,936
1578250,Hobbyist,1000
260000,Indie,2788
536430,Hobbyist,2772
2500760,Hobbyist,2405
835710,Hobbyist,399
1184550,Hobbyist,510
674250,Indie,1267
2003740,Hobbyist,1624
964460,Hobbyist,480
776510,Hobbyist,640
676440,Indie,5750
1653030,Indie,696
363840,Indie,816
1706210,Indie,7688
2541170,Indie,407
2180430,Indie,798
1998390,Indie,540
1020780,Hobbyist,25399
1783380,Indie,594
2217840,Hobbyist,14374
670130,Hobbyist,360
314540,Hobbyist,1075
699100,Hobbyist,960
521230,Indie,3408
818500,Indie,4176
1275600,Hobbyist,480
1576000,Indie,2255
1997190,Indie,6439
1103130,Hobbyist,744
629110,Indie,1170
880620,Hobbyist,1891
2181440,Hobbyist,1599
2106450,Hobbyist,2068
1687980,Hobbyist,2279
490100,Indie,2025
522090,Indie,3885
1444360,Indie,960
1149080,Indie,1000
882040,Indie,2150
1173850,Hobbyist,726
858870,Indie,3038
1195710,Indie,495
510840,Hobbyist,698
535980,Indie,2484
2518900,Hobbyist,819
1004650,Indie,1482
1712890,Indie,875
1425070,Indie,696
1514480,Indie,2250
941730,Hobbyist,2236
572040,Hobbyist,1563
1869580,Indie,408
366670,Indie,1848
1112400,Hobbyist,233293
1592640,Indie,1100
823700,Hobbyist,1914
1858120,Hobbyist,1517
949630,Hobbyist,6384
636230,Hobbyist,620
981260,Indie,10416
332760,Indie,510
803850,Indie,2244
1320230,Indie,589
1245810,Indie,1161
715440,Indie,868
2298280,Hobbyist,544
1133300,Indie,858
1564090,Indie,8451
583060,Hobbyist,528
2051130,Hobbyist,522
493710,Indie,1575
1263110,Indie,1512
932500,Hobbyist,3683
1013700,Indie,434
872060,Hobbyist,896
1407890,Indie,2420
375810,Hobbyist,333
2284310,Hobbyist,696
1274820,Hobbyist,2024
1233350,Indie,2944
744940,Hobbyist,1856
2299620,Hobbyist,660
1209430,Hobbyist,2368
2353470,Indie,368
494490,Hobbyist,4320
1366010,Hobbyist,814
2142710,Indie,3131
1747580,Indie,274
1389070,Indie,819
492160,Indie,1551
320120,AA,3312
492630,Indie,75784
1163150,Hobbyist,820
979160,Indie,1204
455190,Indie,831
2398940,Indie,860
2015700,Hobbyist,1457
736110,Indie,2414
663370,Hobbyist,2912
1248450,Indie,986
1388330,Indie,1166
434310,Indie,2058
1266420,Indie,2030
357750,Hobbyist,1813
893900,Hobbyist,450
617620,Hobbyist,754
370080,Hobbyist,1692
801010,Hobbyist,891
532890,Indie,820
362130,Indie,4462
349690,Indie,2072
1398790,Indie,665
1758910,Indie,1800
942050,Hobbyist,5848
950140,Indie,4118
461860,Hobbyist,1155
740790,Hobbyist,9070
1228320,Hobbyist,718
2213660,Indie,630
699150,Indie,2983
1612020,Hobbyist,2466
929170,Indie,1482
497420,Hobbyist,2132
1087940,Indie,1832
1394830,Hobbyist,630
526540,Indie,10272
643950,Indie,345
607660,Hobbyist,3915
2377960,Hobbyist,1068
330670,Hobbyist,612
1008830,Hobbyist,2520
466520,Indie,2150
2012690,Hobbyist,234
1576970,Hobbyist,390
622980,Hobbyist,2478
754120,Indie,12527
2086910,Hobbyist,354
1663730,Indie,352
911010,Hobbyist,585
1585250,Hobbyist,1365
2266930,Hobbyist,1844
671090,Indie,10280
289320,AA,4326
830850,Hobbyist,330
496390,Indie,1155
465540,Hobbyist,1320
2197650,Indie,363
1376040,Hobbyist,390
754040,Hobbyist,10089
367260,Hobbyist,2009
1820570,Indie,995
29540,Indie,323
1968610,Indie,1548
1920320,Hobbyist,800
705380,Hobbyist,832
569430,Indie,2990
363940,Indie,2108
1927270,Indie,1260
380120,Indie,2565
409280,Hobbyist,1216
454330,Hobbyist,1053
2354300,Indie,602
1145820,Indie,495
818950,Indie,912
397840,Indie,4293
2449830,Indie,158
2167860,Indie,532
432110,Indie,609
1825910,Indie,960
1494670,Hobbyist,532
2643310,Indie,591
1573350,Hobbyist,340
283390,Indie,3920
1519780,Indie,1386
1413680,Indie,1665
889260,Indie,725
698520,Hobbyist,945
521740,AA,434
1082470,Indie,1184
570230,Indie,863
1722110,Indie,664
509600,Indie,10105
2197870,Indie,235
1331670,Indie,2029
445350,Hobbyist,475
264400,Hobbyist,1742
982060,Hobbyist,3948
436870,Hobbyist,1832
2021220,Indie,798
644160,Indie,1665
1175950,Indie,2914
2606150,Indie,116
721760,Indie,1710
2220870,Hobbyist,829
1394720,Hobbyist,1161
2246640,Hobbyist,626
957570,Indie,814
620710,Hobbyist,1776
1306060,Hobbyist,351
2391870,Hobbyist,1231
1783370,Indie,920
1068460,Hobbyist,724
758880,Hobbyist,930
764430,Indie,4266
964920,Hobbyist,432
1302440,Indie,1520
718330,Hobbyist,10858
818150,Hobbyist,1024
764010,Indie,4756
1173940,Indie,4843
1342480,Indie,874
1836290,Hobbyist,741
1684840,Indie,4601
1448220,Hobbyist,684
982760,Hobbyist,504
281240,Indie,5911
701290,Indie,1640
1830210,Hobbyist,1804
396590,Hobbyist,2282
1090390,Indie,2318
336780,Indie,2160
758120,Indie,1680
340720,Indie,1716
1365030,Hobbyist,2296
802740,Hobbyist,2188
1904530,Indie,1332
645650,Hobbyist,860
1841390,Indie,10470
2083160,Hobbyist,104010
1095480,Hobbyist,399
1454390,Hobbyist,1066
370130,Hobbyist,1201
1175320,Hobbyist,546
383670,Indie,2894
1587260,Hobbyist,1708
898790,Hobbyist,625
623170,Indie,2090
675210,Indie,3128
409360,Hobbyist,1085
1665490,Hobbyist,432
891330,Hobbyist,308
494990,Hobbyist,2970
723930,Indie,1073
1770830,Indie,572
2139350,Hobbyist,648
1753900,Hobbyist,540
1676550,Hobbyist,1872
340030,Indie,1749
1286600,Indie,3015
2583320,Indie,343
1250300,Hobbyist,936
2222180,Indie,510
1041690,Hobbyist,981
449760,Indie,5852
1253270,Hobbyist,868
50940,Indie,896
1393210,Hobbyist,1323
1584190,Hobbyist,1152
1493300,Indie,13533
763030,Indie,4788
355570,Hobbyist,1152
356210,Indie,1638
719600,Hobbyist,664
1815970,Indie,300
700770,Hobbyist,2356
470280,Hobbyist,1479
1740240,Indie,9800
813480,Hobbyist,783
1527930,Indie,828
1165450,Hobbyist,1476
1636730,Indie,1218
560820,Indie,2940
508290,Indie,9900
1399140,Hobbyist,629
763750,Hobbyist,1178
1171840,Indie,1260
1251680,Indie,2914
380990,Indie,2496
970600,Indie,5520
1140140,Indie,1472
740810,Indie,6105
577330,Indie,1045
1370970,Hobbyist,92
2259220,Hobbyist,358
928000,Hobbyist,312
450590,Indie,2376
1146210,Hobbyist,888
1122150,Indie,1434
883670,Indie,1683
1072710,Indie,126062
1981860,Indie,286
1867270,Indie,286
1405260,Hobbyist,2655
1761630,Hobbyist,4324
2496950,Hobbyist,286
1233820,Hobbyist,1755
1356710,Indie,532
1162570,Hobbyist,697
1070300,Indie,962
799110,Hobbyist,1392
2599700,Hobbyist,520
526790,Indie,3915
307410,Indie,1629
487350,Hobbyist,1316
2311350,Indie,310
2220070,Hobbyist,529
2158240,Hobbyist,3686
1298050,Indie,308
607760,Hobbyist,648
1519640,Hobbyist,952
504090,Hobbyist,879
526510,Indie,1369
2565960,Hobbyist,1171
735550,Indie,798
1971100,Indie,1428
2380310,Indie,1221
2605950,Indie,114
488890,Indie,2244
2340800,Hobbyist,332
1385700,Indie,903
854400,Hobbyist,1312
486020,Indie,3588
1511240,Hobbyist,475
2231730,Hobbyist,1254
311100,Indie,6072
305010,Hobbyist,928
2516570,Indie,3494
1634750,Indie,396
1100290,Hobbyist,391
2177540,Indie,1231
736200,Indie,2417
485500,Indie,4922
654660,Hobbyist,902
375040,Hobbyist,3358
222606,AA,700
301670,Indie,4370
971060,Indie,832
458370,Indie,880
1108680,Indie,560
1221230,Indie,1540
679660,Indie,11088
1537740,Indie,2442
794050,Hobbyist,812
1469370,Indie,10011
1689250,Hobbyist,930
430190,Indie,462
329660,Indie,816
1275370,Hobbyist,1247
2191080,Indie,2170
833910,Indie,6404
510360,Hobbyist,646
979580,Hobbyist,1043
300900,Indie,6111
2105450,Hobbyist,284
1208950,Indie,1320
458490,Indie,971
1603260,Hobbyist,1435
442770,Hobbyist,652
471730,Hobbyist,1390
1699510,Indie,30
1432890,Hobbyist,270
1983580,Hobbyist,1134
1321220,Indie,576
400370,Indie,3969
1523360,Hobbyist,567
855970,Hobbyist,665
1021850,Hobbyist,2546
739050,Hobbyist,442
422250,Indie,6696
388680,Hobbyist,2005
1260710,Indie,2464
989430,Indie,2881
570900,Hobbyist,3305
521450,Indie,2324
2009310,Hobbyist,301
2103680,Indie,434
1964750,Indie,592
671840,Indie,608
1071680,Indie,8190
792850,Hobbyist,434
516790,Indie,1116
1499750,Hobbyist,435
2687600,Hobbyist,435
507030,Hobbyist,874
2395550,Indie,1390
794940,Hobbyist,4218
1962560,Hobbyist,2740
1002000,Indie,522
876850,Indie,6660
1243700,Hobbyist,1551
1272450,Indie,3115
448380,Hobbyist,1054
536680,Hobbyist,1863
1441300,Indie,800
667550,Indie,431
1899800,Hobbyist,1044
1162430,Indie,625
785100,Hobbyist,616
1844580,Indie,814
612510,Hobbyist,2464
390510,Indie,3503
1726750,Indie,1751
1539640,Hobbyist,666
1173350,Indie,5712
649670,Hobbyist,1767
928690,Hobbyist,195
633440,Indie,825
1848070,Hobbyist,430
1777000,Indie,2820
634230,Indie,6090
1665250,Indie,588
988340,Hobbyist,420
299020,Indie,1540
2427960,Hobbyist,387
749880,Hobbyist,8221
432380,Indie,1537
2071600,Hobbyist,645
2064110,Indie,666
514340,Hobbyist,1888
1338830,Indie,780
652880,Hobbyist,450
2086390,Indie,836
521510,Indie,770
1001240,Indie,644
346440,Indie,1260
717800,Hobbyist,1056
2482900,Hobbyist,374
2177170,Indie,322
2336100,Hobbyist,267
1045340,Indie,5704
1322170,Indie,8092
340630,Hobbyist,2876
1818370,Indie,1706
2295570,Hobbyist,1295
1754440,Hobbyist,1296
1807450,Hobbyist,5424
1313810,Indie,1107
2361700,Indie,438
2323580,Hobbyist,544
1218230,Indie,920
759610,Indie,1574
311080,Indie,7385
1242960,Indie,2880
1086990,Indie,604
1672630,Indie,560
1581750,Hobbyist,660
498280,Hobbyist,623
1958130,Hobbyist,2200
670180,Indie,1044
1589070,Indie,735
830580,Hobbyist,1320
1059090,Hobbyist,702
625120,Hobbyist,1702
568780,Indie,1312
2296870,Indie,1035
1610670,Hobbyist,325
1303140,Indie,502
1307530,Hobbyist,900
837040,Indie,3765
1861500,Hobbyist,949
1961840,Hobbyist,324
1052090,Indie,1936
446760,Indie,1560
1101780,Hobbyist,630
1450170,Hobbyist,2806
356290,Indie,3870
1068480,Hobbyist,390
758480,Indie,10934
534440,Hobbyist,1554
1865210,Indie,814
557950,Hobbyist,1764
545670,Hobbyist,2870
522690,Indie,1584
2522270,Hobbyist,603
1986230,Indie,7296
1550450,Hobbyist,640
780840,Hobbyist,2772
567200,Hobbyist,1677
307170,Indie,4694
1789660,Indie,507
491560,Indie,1568
466060,Indie,1073
268340,Hobbyist,1406
559310,Hobbyist,15778
1913670,Indie,1005
2001110,Hobbyist,425
1950490,Hobbyist,649
1402790,Indie,1540
2176270,Indie,1952
1296860,Hobbyist,880
2512750,Indie,370
482890,Indie,3990
1697460,Hobbyist,1006
1264310,Hobbyist,828
1621980,Hobbyist,1120
1801850,Indie,8970
1324010,Indie,1116
2490930,Indie,696
1500470,Indie,437
1186050,Hobbyist,1056
380860,Hobbyist,1221
1439070,Hobbyist,312
1418680,Indie,1320
555370,Indie,434
433650,Hobbyist,1976
504280,Indie,1184
376490,Indie,2150
1341190,Indie,2814
403270,Hobbyist,768
1198270,Indie,567
1183480,Hobbyist,600
2451820,Indie,528
595130,Indie,1287
1425120,Indie,959
1293000,Hobbyist,391
1019580,Indie,720
748540,Indie,1110
566880,Indie,1200
1983740,Hobbyist,783
2169350,Indie,735
359160,Hobbyist,1920
377980,Hobbyist,2482
655530,Hobbyist,810
719930,Hobbyist,650
1577660,Hobbyist,2184
1415830,Hobbyist,1554
675990,Indie,1136
1914740,Indie,1400
1110720,Indie,3379
699600,Indie,7821
768290,Indie,1223
1355370,Indie,1107
455830,Hobbyist,984
1814670,Indie,1161
1535190,Indie,1480
341640,Hobbyist,725
289220,Indie,3910
1577260,Hobbyist,1682
569360,Hobbyist,990
1573750,Indie,8928
665440,Indie,1025
1380290,Indie,737
857760,Indie,1088
2687190,Indie,145984
2144270,Hobbyist,1157
324420,Hobbyist,2822
511820,Indie,1225
1932230,Indie,6467
1390490,Indie,1225
1719180,Indie,3567
1056280,Indie,1131
726320,Indie,7110
2195230,Indie,586
2631130,Indie,1393
508180,Indie,8282
1244380,Indie,1978
1628480,Indie,551
551610,Hobbyist,493
500350,Hobbyist,486
409070,Indie,2898
1845280,Hobbyist,2068
1394550,Indie,640
1120940,Hobbyist,595
729570,Indie,3844
927930,Hobbyist,3195
547840,Hobbyist,1320
1270230,Hobbyist,220
1366520,Hobbyist,480
428270,Indie,2206
1198290,Hobbyist,850
1321890,Hobbyist,550
2475980,Hobbyist,500
1462420,Hobbyist,1377
541920,Indie,5950
603360,Indie,10368
1558210,Indie,675
547310,Hobbyist,7200
370700,Indie,4002
2401450,Hobbyist,2251
1711840,Indie,2898
2303180,Indie,6111
2397120,Indie,557
1552240,Indie,975
1225120,Indie,620
2072360,Hobbyist,453
602860,Indie,756
672020,Hobbyist,2887
905670,Hobbyist,918
2106610,Indie,305
402390,Indie,1278
335010,Hobbyist,4275
2270020,Indie,1235
1898880,Indie,397
1283370,Hobbyist,798
1273450,Hobbyist,1280
1063830,Indie,1190
2096580,Indie,432
877510,Indie,864
1708820,Indie,429
1051570,Hobbyist,1599
864510,Indie,1031
2486430,Hobbyist,1095
318480,Hobbyist,992
1093840,Hobbyist,780
533580,Indie,1145
310870,Indie,5576
399130,Hobbyist,7875
2235500,Indie,1917
1995280,Indie,400
2138570,Hobbyist,13624
763050,Indie,1408
1756710,Hobbyist,455
1154210,Indie,456
1046230,Indie,9064
718730,Hobbyist,1953
367820,Hobbyist,600
2638130,Hobbyist,300
1911900,Hobbyist,864
1710890,Hobbyist,2115
1724600,Hobbyist,336
524690,Hobbyist,1032
1412660,Indie,910
1558670,Hobbyist,1092
1422200,Hobbyist,1365
1866710,Indie,325
1304690,Hobbyist,420
495960,Indie,1804
607330,Hobbyist,616
1771990,Hobbyist,1322
37310,Indie,800
1912630,Indie,960
1773060,Hobbyist,1782
751250,Hobbyist,4268
38190,Indie,598
942060,Indie,1624
422020,Hobbyist,3225
1846630,Hobbyist,1885
534480,Hobbyist,1798
38090,Indie,575
2360250,Indie,242
2144830,Indie,466
817250,Indie,1627
368600,Indie,2660
318300,AA,529
324750,Hobbyist,3002
1434350,Indie,782
693450,Indie,567
547390,Hobbyist,4125
1833560,Hobbyist,858
2206870,Hobbyist,490
444430,Indie,1305
939230,Hobbyist,612
398250,Hobbyist,504
1064340,Hobbyist,33490
1790630,Indie,1555
1368640,Hobbyist,384
994790,Hobbyist,1564
1027650,Hobbyist,518
1379550,Hobbyist,700
1133790,Hobbyist,1216
467490,Hobbyist,1902
404400,Hobbyist,746
551580,Hobbyist,3713
1182760,Indie,9589
485440,Indie,10988
1442670,Indie,214222
987290,Hobbyist,1014
1584350,Indie,108
1040590,Hobbyist,1221
630460,Hobbyist,1593
525300,Indie,7104
366010,Hobbyist,2666
1140630,Indie,2818
546200,Indie,5360
12450,Indie,2532
2088670,Hobbyist,1431
520750,Hobbyist,596
546070,Indie,4465
1622810,Hobbyist,3196
1145530,Indie,2881
1396190,Indie,319
1894320,Hobbyist,1886
1043860,Hobbyist,2755
2368220,Hobbyist,783
1783510,Hobbyist,1512
1734890,Hobbyist,1221
1240690,Hobbyist,792
636400,Hobbyist,3168
993640,Hobbyist,2714
1871340,Indie,490
1605480,Hobbyist,924
1350860,Hobbyist,72
1064540,Hobbyist,780
1902820,Indie,324
1872040,Hobbyist,1520
343820,Indie,3780
2183730,Hobbyist,540
760120,Indie,350
1018610,Hobbyist,2576
321160,Indie,4370
352900,Indie,1024
567140,Indie,5456
2413090,Indie,474
1970820,Hobbyist,1056
1464100,Hobbyist,560
428210,Hobbyist,2088
1900160,Indie,667
415390,Indie,2263
2100050,Hobbyist,3299
1010780,Hobbyist,1554
2114500,Hobbyist,851
1528050,Indie,4017
1158500,Hobbyist,684
669830,Indie,937
395250,Indie,6624
981910,Indie,928
1333860,Hobbyist,442
974620,Indie,486
1158290,Indie,5321
745870,Indie,960
270330,Hobbyist,2448
611770,Indie,5060
502450,Indie,812
889400,Hobbyist,598
999350,Hobbyist,5061
1854970,Indie,3071
1017520,Indie,5428
1934330,Indie,700
650490,Indie,7945
2260420,Indie,315
1063240,Hobbyist,1428
493820,Indie,2475
514660,Indie,6624
1758080,Hobbyist,612
1479990,Hobbyist,896
1392540,Hobbyist,276
270760,Indie,3124
2093250,Indie,1560
658660,Indie,2046
406780,Hobbyist,1287
448540,Indie,2802
1489680,Hobbyist,1344
2055910,Indie,1925
1363680,Indie,400
1152820,Indie,1134
758580,Indie,950
940810,Indie,1131
1005240,Indie,14323
749080,Indie,753
1743820,Hobbyist,1554
389310,Indie,2296
322990,Indie,2049
926470,Indie,750
645830,Hobbyist,20756
1316050,Indie,925
318440,Indie,1952
1342290,Indie,1089
1335300,Hobbyist,858
1111970,Indie,2040
491700,Hobbyist,1155
514620,Indie,783
24870,AAA,256180
684930,Hobbyist,626
344030,Indie,1530
1339890,Indie,5472
915560,Indie,507
691430,Indie,1212
1378370,Indie,546
1309130,Indie,3658
684680,Indie,13110
1916290,Indie,6106
852340,Hobbyist,15009
1372730,Hobbyist,460
1878570,Hobbyist,4988
939620,Indie,8314
657790,Indie,1320
411630,Hobbyist,557
1885250,Hobbyist,460
1380830,Hobbyist,1677
333290,Hobbyist,852
1956370,Indie,3422
1041780,Indie,984
757040,Indie,3005
1035310,Indie,798
1692510,Hobbyist,806
780020,Indie,5376
1677580,Indie,684
487020,Indie,1215
1703140,Hobbyist,2200
695760,Indie,3420
596590,Indie,13872
307210,Indie,1855
301260,Indie,999
2007710,Hobbyist,2309
1303480,Indie,481
1208980,Hobbyist,444
904130,Indie,2623
446010,Hobbyist,340
1540410,Indie,1150
1107060,Hobbyist,1520
386140,Hobbyist,2914
1673020,Indie,550
1365900,Indie,1236
1053160,Indie,935
1777090,Indie,832
270750,Indie,3060
2002010,Indie,393
1667270,Hobbyist,1050
745730,Indie,770
1499990,Hobbyist,759
306950,Indie,1258
975240,Indie,5358
857710,Indie,1360
410330,Hobbyist,432
985590,Hobbyist,700
580300,Hobbyist,644
880990,Indie,1581
378410,Hobbyist,598
1966870,Hobbyist,308
409340,Hobbyist,8656
376770,Indie,2035
1643820,Hobbyist,851
2094620,Indie,1499
540010,Indie,305
676700,Hobbyist,1220
701720,Indie,8112
2358770,Indie,1065
2022090,Hobbyist,3162
413830,Hobbyist,910
982800,Indie,690
1684610,Indie,2916
1202070,Indie,7752
872380,Indie,1410
667790,Indie,1326
1251910,Hobbyist,3042
592400,Hobbyist,532
744040,Indie,817
2027170,Hobbyist,592
1544580,Indie,888
1351950,Hobbyist,1591
234370,Indie,1700
2147890,Hobbyist,884
1925310,Hobbyist,2691
411120,Indie,9856
1880230,Hobbyist,750
2064120,Indie,595
1107050,Indie,1122
435420,Indie,5236
1557180,Hobbyist,644
1499800,Indie,2552
1247170,Hobbyist,12502
2387720,Hobbyist,214
2171270,Hobbyist,1425
1386990,Indie,1066
893470,Indie,624
673970,Hobbyist,323
1366510,Hobbyist,1368
1291640,Indie,864
1222270,Indie,552
1777670,Indie,1859
1830910,Indie,7524
534570,Hobbyist,2419
1418010,Hobbyist,570
458030,Indie,4924
2699660,Indie,718
1379120,Hobbyist,300
991480,Hobbyist,736
1514690,Indie,8016
543950,Hobbyist,288
385830,Hobbyist,3024
1274630,Hobbyist,729
468330,Indie,1034
2300660,Indie,2673
1969720,Hobbyist,703
854030,Hobbyist,336
822870,Indie,350
2093270,Indie,525
1248460,Indie,1092
1128190,Hobbyist,3528
348790,Indie,1610
405190,Hobbyist,494
925170,Hobbyist,1332
2251570,Hobbyist,560
1728460,Indie,1517
1413010,Indie,1548
932420,Indie,2979
493620,Hobbyist,630
1157260,Indie,1760
1081740,Indie,6513
1980890,Hobbyist,1890
1233230,Hobbyist,286
527330,Hobbyist,300
736340,Hobbyist,1517
2020510,Indie,2214
476510,Indie,2606
1121720,Indie,1720
398620,Indie,799
1637110,Hobbyist,532
1208580,Indie,1050
943680,Indie,500
1864650,Indie,1176
1037090,Hobbyist,481
1202790,Hobbyist,825
1415140,Indie,11649
509620,Hobbyist,451
512430,Hobbyist,1550
853320,Indie,684
1566830,Hobbyist,816
1345220,Hobbyist,253
782410,Hobbyist,216
423600,Indie,1566
1841520,Hobbyist,476
1459540,Hobbyist,899
347520,Indie,2800
2129150,Indie,1271
2488050,Indie,734
1792270,Hobbyist,864
1942900,Hobbyist,300
2054100,Hobbyist,312
1422570,Hobbyist,512
305700,Hobbyist,435
495010,Hobbyist,1344
940790,Indie,1968
1218640,Hobbyist,480
750850,Hobbyist,3464
599880,Hobbyist,5405
2181060,Indie,1428
1299600,Hobbyist,836
850780,Hobbyist,1036
1177890,Indie,1040
947250,Indie,609
1220710,Hobbyist,1056
2160680,Hobbyist,457
728050,Indie,781
1079130,Indie,5324
489160,Hobbyist,756
347790,Indie,2372
262980,Hobbyist,2739
386200,Hobbyist,1368
222180,Hobbyist,897
1442040,Hobbyist,1360
2500080,Hobbyist,788
1922360,Hobbyist,390
1917780,Hobbyist,286
1330930,Hobbyist,1161
561080,Hobbyist,2688
314370,Indie,5738
560550,Hobbyist,759
503960,Hobbyist,2709
2146720,Indie,1708
1100350,Indie,528
1071190,Hobbyist,375
1948090,Hobbyist,561
636490,Hobbyist,1523
1084120,Hobbyist,640
1481810,Indie,1102
1335440,Hobbyist,612
1172180,Indie,273
2203630,Indie,902
1529220,AA,1155
2018260,Hobbyist,341
891100,Indie,2035
461710,Indie,1764
1995050,Hobbyist,341
1276530,Indie,509
1459410,Hobbyist,432
1185330,Hobbyist,800
2069260,Hobbyist,336
701950,Hobbyist,368
2172470,Hobbyist,756
1544000,Hobbyist,676
616490,Indie,907
398680,Indie,2401
1064320,Hobbyist,360
460910,Indie,2200
368250,Indie,3864
1438870,Indie,740
1655960,Hobbyist,1736
1898430,Hobbyist,667
517970,Indie,621
2138000,Indie,332
349260,Indie,5106
369370,Hobbyist,4318
1063930,Hobbyist,992
520250,Hobbyist,2108
1890760,Indie,2920
776790,Indie,900
2010700,Hobbyist,3817
711240,Indie,1110
1771620,Hobbyist,1040
876220,Hobbyist,846
400130,Hobbyist,1012
1510620,Indie,2250
1220120,Hobbyist,555
1816710,Indie,448
301990,Indie,1833
1460510,Indie,1116
716560,Indie,540
358760,Indie,1232
2058090,Hobbyist,208
2356350,Hobbyist,463
411530,Indie,1681
381130,Indie,1472
1560200,Hobbyist,488
468110,Hobbyist,858
397440,Indie,946
885380,Indie,1376
317380,Indie,5123
2224860,Indie,1890
363050,Indie,1980
